nodeID  	 x-coordinate  	y-coordinate
4309	160	368
4308	166	389
4307	136	359
4306	142	362
4305	140	361
4304	135	359
4303	133	358
4302	150	372
4301	149	371
4300	111	516
4299	111	515
4298	110	520
4297	108	512
4296	106	522
4295	108	520
4294	108	512
4293	106	515
4292	133	513
4291	123	523
4290	131	518
4289	136	521
4288	133	514
4287	133	514
4286	140	521
4285	139	521
4284	136	521
4283	123	516
4282	135	514
4281	139	515
4280	125	518
4279	122	521
4278	126	518
4277	126	518
4276	126	518
4275	123	520
4274	125	522
4273	130	514
4272	128	515
4271	123	516
4270	126	516
4269	126	515
4268	112	510
4267	112	511
4266	110	505
4265	113	501
4264	113	501
4263	111	505
4262	106	513
4261	108	508
4260	108	508
4259	112	505
4258	108	501
4257	110	504
4256	111	504
4255	107	499
4254	112	501
4253	113	502
4252	113	502
4251	113	500
4250	112	505
4249	111	505
4248	112	505
4247	112	504
4246	112	493
4245	113	494
4244	114	498
4243	116	492
4242	109	489
4241	111	489
4240	113	502
4239	115	506
4238	114	501
4237	110	489
4236	111	490
4235	115	501
4234	119	519
4233	119	519
4232	121	518
4231	120	528
4230	119	531
4229	121	518
4228	122	518
4227	121	524
4226	119	519
4225	119	519
4224	119	518
4223	119	514
4222	119	514
4221	119	513
4220	119	512
4219	119	512
4218	116	512
4217	112	512
4216	115	517
4215	115	517
4214	116	511
4213	113	514
4212	113	514
4211	113	516
4210	113	514
4209	112	513
4208	116	513
4207	107	526
4206	121	522
4205	110	521
4204	108	525
4203	120	522
4202	122	516
4201	123	514
4200	123	510
4199	120	512
4198	124	505
4197	123	513
4196	123	512
4195	120	511
4194	121	511
4193	120	511
4192	120	515
4191	121	514
4190	133	512
4189	129	505
4188	134	511
4187	126	508
4186	126	509
4185	132	511
4184	137	511
4183	137	509
4182	136	511
4181	130	512
4180	130	513
4179	128	504
4178	127	504
4177	128	506
4176	126	509
4175	126	514
4174	126	514
4173	134	511
4172	133	511
4171	134	509
4170	126	514
4169	126	513
4168	126	514
4167	130	512
4166	136	507
4165	128	506
4164	130	512
4163	141	507
4162	137	504
4161	138	504
4160	136	505
4159	135	506
4158	132	504
4157	141	507
4156	140	506
4155	138	505
4154	126	501
4153	128	499
4152	126	500
4151	128	500
4150	135	504
4149	129	497
4148	118	505
4147	119	504
4146	118	501
4145	118	500
4144	118	503
4143	119	503
4142	118	503
4141	118	502
4140	117	500
4139	117	500
4138	118	502
4137	116	500
4136	116	500
4135	124	499
4134	125	497
4133	124	498
4132	125	492
4131	126	491
4130	127	494
4129	127	494
4128	127	495
4127	127	495
4126	125	492
4125	125	493
4124	125	492
4123	125	497
4122	125	497
4121	126	495
4120	125	497
4119	126	496
4118	125	500
4117	124	500
4116	119	495
4115	118	494
4114	118	494
4113	118	494
4112	117	496
4111	126	490
4110	123	501
4109	120	504
4108	126	490
4107	130	489
4106	131	489
4105	128	484
4104	120	504
4103	129	485
4102	125	487
4101	118	496
4100	117	497
4099	118	507
4098	118	509
4097	117	510
4096	117	510
4095	116	506
4094	117	508
4093	117	510
4092	116	504
4091	116	505
4090	115	505
4089	118	508
4088	119	508
4087	118	508
4086	118	506
4085	117	506
4084	117	506
4083	117	506
4082	117	506
4081	117	504
4080	118	507
4079	118	508
4078	118	510
4077	118	509
4076	118	509
4075	116	507
4074	119	507
4073	116	507
4072	116	506
4071	117	509
4070	118	509
4069	117	508
4068	117	507
4067	117	509
4066	118	509
4065	117	510
4064	118	509
4063	117	506
4062	117	507
4061	114	510
4060	115	511
4059	120	511
4058	119	512
4057	119	509
4056	119	510
4055	119	510
4054	119	510
4053	119	510
4052	119	509
4051	118	512
4050	118	511
4049	119	506
4048	119	511
4047	119	511
4046	118	511
4045	119	506
4044	119	506
4043	467	670
4042	468	670
4041	472	695
4040	456	686
4039	466	669
4038	482	625
4037	481	618
4036	550	609
4035	520	504
4034	524	508
4033	520	503
4032	531	509
4031	533	510
4030	549	509
4029	547	508
4028	544	422
4027	551	422
4026	661	504
4025	655	495
4024	657	496
4023	659	512
4022	661	512
4021	656	509
4020	656	509
4019	656	509
4018	656	509
4017	661	513
4016	648	421
4015	649	424
4014	451	623
4013	554	532
4012	556	533
4011	556	533
4010	552	530
4009	557	533
4008	557	533
4007	551	510
4006	563	507
4005	568	512
4004	544	521
4003	563	535
4002	695	570
4001	686	559
4000	685	560
3999	686	560
3998	687	559
3997	692	574
3996	700	576
3995	618	594
3994	597	619
3993	601	619
3992	608	636
3991	671	521
3990	672	521
3989	672	521
3988	666	522
3987	672	523
3986	672	523
3985	666	522
3984	668	510
3983	668	510
3982	662	513
3981	660	477
3980	661	481
3979	660	477
3978	660	481
3977	659	470
3976	660	482
3975	660	483
3974	660	484
3973	661	484
3972	662	487
3971	664	486
3970	666	503
3969	665	501
3968	665	501
3967	666	503
3966	666	503
3965	661	504
3964	661	504
3963	663	493
3962	664	495
3961	664	495
3960	666	495
3959	665	498
3958	665	498
3957	663	496
3956	664	498
3955	664	499
3954	663	503
3953	664	499
3952	664	498
3951	660	495
3950	661	495
3949	585	603
3948	586	604
3947	583	601
3946	582	601
3945	583	601
3944	585	603
3943	585	603
3942	579	614
3941	588	604
3940	586	600
3939	586	599
3938	580	600
3937	573	614
3936	677	544
3935	677	542
3934	677	544
3933	677	545
3932	677	545
3931	677	544
3930	677	543
3929	566	585
3928	567	586
3927	567	585
3926	568	587
3925	568	587
3924	568	586
3923	568	586
3922	567	586
3921	567	586
3920	568	588
3919	568	588
3918	568	586
3917	569	588
3916	567	585
3915	566	588
3914	566	588
3913	568	588
3912	566	588
3911	573	582
3910	586	572
3909	585	556
3908	587	572
3907	587	572
3906	546	581
3905	547	582
3904	573	593
3903	572	592
3902	574	594
3901	575	593
3900	573	593
3899	575	587
3898	574	593
3897	566	585
3896	563	583
3895	571	581
3894	572	580
3893	573	575
3892	572	580
3891	573	594
3890	572	595
3889	569	597
3888	554	607
3887	564	599
3886	527	681
3885	496	696
3884	497	696
3883	511	683
3882	512	688
3881	505	692
3880	504	688
3879	645	601
3878	645	607
3877	645	608
3876	645	607
3875	648	611
3874	645	608
3873	645	608
3872	661	600
3871	630	603
3870	628	603
3869	641	619
3868	641	619
3867	641	618
3866	641	619
3865	641	618
3864	641	619
3863	680	598
3862	675	587
3861	673	591
3860	673	591
3859	673	591
3858	670	581
3857	672	582
3856	673	582
3855	668	580
3854	672	564
3853	675	565
3852	535	676
3851	690	577
3850	698	589
3849	692	578
3848	697	589
3847	697	586
3846	691	577
3845	691	577
3844	691	577
3843	691	576
3842	690	575
3841	681	571
3840	685	571
3839	689	577
3838	687	578
3837	549	619
3836	564	616
3835	551	619
3834	551	617
3833	542	626
3832	544	630
3831	544	630
3830	543	627
3829	542	616
3828	548	616
3827	537	612
3826	539	612
3825	539	636
3824	530	634
3823	547	395
3822	547	405
3821	586	642
3820	586	641
3819	586	642
3818	588	647
3817	539	492
3816	540	492
3815	558	491
3814	552	492
3813	550	487
3812	539	492
3811	528	488
3810	524	486
3809	526	487
3808	527	487
3807	528	488
3806	516	465
3805	520	475
3804	516	466
3803	517	483
3802	521	485
3801	524	485
3800	521	484
3799	518	483
3798	516	482
3797	523	485
3796	523	485
3795	518	483
3794	518	484
3793	522	485
3792	522	485
3791	523	485
3790	519	484
3789	520	484
3788	522	485
3787	522	485
3786	516	482
3785	516	482
3784	525	476
3783	522	475
3782	522	475
3781	538	497
3780	538	496
3779	533	492
3778	564	496
3777	541	498
3776	539	497
3775	538	490
3774	538	490
3773	539	491
3772	540	485
3771	538	486
3770	533	492
3769	538	496
3768	526	448
3767	523	445
3766	542	441
3765	543	439
3764	545	441
3763	545	440
3762	544	439
3761	545	440
3760	538	435
3759	538	435
3758	581	517
3757	580	518
3756	586	504
3755	580	517
3754	580	517
3753	580	517
3752	571	513
3751	572	514
3750	583	502
3749	570	498
3748	571	499
3747	574	498
3746	576	500
3745	589	489
3744	590	489
3743	592	490
3742	593	492
3741	582	479
3740	580	478
3739	571	474
3738	577	474
3737	620	478
3736	620	478
3735	601	471
3734	605	479
3733	599	467
3732	599	467
3731	614	481
3730	601	466
3729	600	471
3728	600	471
3727	601	466
3726	601	463
3725	601	462
3724	463	584
3723	463	584
3722	466	588
3721	466	588
3720	462	583
3719	466	582
3718	465	581
3717	465	581
3716	465	560
3715	465	560
3714	456	570
3713	459	574
3712	459	574
3711	458	573
3710	458	573
3709	462	577
3708	462	577
3707	460	580
3706	460	575
3705	460	575
3704	459	573
3703	462	578
3702	461	577
3701	454	571
3700	456	571
3699	456	572
3698	456	572
3697	456	572
3696	457	572
3695	456	572
3694	454	581
3693	454	583
3692	467	561
3691	473	563
3690	474	564
3689	474	564
3688	479	568
3687	469	568
3686	465	574
3685	463	575
3684	463	575
3683	464	569
3682	464	571
3681	553	655
3680	554	660
3679	556	665
3678	554	659
3677	553	655
3676	553	657
3675	553	658
3674	556	665
3673	587	544
3672	582	527
3671	583	528
3670	597	523
3669	584	528
3668	640	620
3667	638	617
3666	631	615
3665	628	607
3664	576	621
3663	573	615
3662	573	615
3661	573	615
3660	573	615
3659	573	614
3658	573	615
3657	573	615
3656	573	615
3655	573	615
3654	574	617
3653	573	616
3652	536	541
3651	528	533
3650	533	539
3649	525	533
3648	524	532
3647	524	532
3646	525	534
3645	522	527
3644	522	527
3643	543	522
3642	489	580
3641	488	582
3640	554	644
3639	555	641
3638	548	639
3637	548	638
3636	574	644
3635	571	643
3634	552	647
3633	551	647
3632	551	647
3631	552	641
3630	544	636
3629	546	638
3628	548	638
3627	549	639
3626	554	643
3625	554	641
3624	551	649
3623	551	648
3622	553	641
3621	552	645
3620	566	618
3619	538	647
3618	544	652
3617	544	652
3616	540	639
3615	497	574
3614	498	573
3613	495	579
3612	494	578
3611	494	578
3610	496	580
3609	496	580
3608	494	573
3607	493	575
3606	494	577
3605	493	575
3604	492	574
3603	494	571
3602	495	571
3601	492	573
3600	492	574
3599	497	581
3598	484	570
3597	487	572
3596	491	571
3595	500	582
3594	497	581
3593	501	582
3592	503	581
3591	492	571
3590	492	571
3589	500	574
3588	492	572
3587	492	572
3586	500	571
3585	499	572
3584	497	553
3583	495	552
3582	490	550
3581	504	574
3580	502	574
3579	499	572
3578	498	573
3577	511	582
3576	508	598
3575	508	582
3574	506	595
3573	533	511
3572	534	513
3571	532	519
3570	532	517
3569	537	514
3568	534	513
3567	631	537
3566	615	526
3565	611	523
3564	619	528
3563	620	528
3562	626	532
3561	629	532
3560	629	534
3559	629	534
3558	642	511
3557	642	511
3556	637	542
3555	636	540
3554	635	550
3553	636	541
3552	636	542
3551	636	541
3550	636	541
3549	647	541
3548	645	540
3547	645	540
3546	656	545
3545	652	543
3544	650	541
3543	646	536
3542	638	537
3541	645	534
3540	645	535
3539	645	536
3538	645	536
3537	644	537
3536	639	540
3535	643	538
3534	639	539
3533	638	538
3532	638	538
3531	662	571
3530	662	571
3529	658	567
3528	653	566
3527	656	546
3526	659	547
3525	520	668
3524	518	663
3523	464	652
3522	455	659
3521	446	680
3520	464	663
3519	463	660
3518	463	660
3517	455	667
3516	540	471
3515	509	640
3514	511	641
3513	509	640
3512	525	619
3511	526	618
3510	495	662
3509	497	657
3508	497	658
3507	496	658
3506	496	658
3505	495	658
3504	497	660
3503	496	661
3502	498	659
3501	508	673
3500	508	673
3499	498	662
3498	497	660
3497	497	657
3496	497	657
3495	494	656
3494	494	692
3493	480	700
3492	506	667
3491	499	663
3490	500	662
3489	489	647
3488	503	666
3487	494	664
3486	489	681
3485	481	670
3484	484	669
3483	606	563
3482	605	563
3481	607	563
3480	633	572
3479	566	420
3478	567	421
3477	591	390
3476	589	387
3475	590	390
3474	590	388
3473	591	396
3472	591	393
3471	591	397
3470	591	391
3469	591	392
3468	591	391
3467	589	387
3466	589	386
3465	589	386
3464	589	385
3463	589	384
3462	595	414
3461	592	408
3460	592	408
3459	592	409
3458	592	407
3457	592	412
3456	593	414
3455	593	412
3454	593	416
3453	594	418
3452	594	417
3451	592	411
3450	592	410
3449	594	416
3448	593	413
3447	593	413
3446	594	417
3445	594	417
3444	593	414
3443	592	410
3442	592	409
3441	593	415
3440	593	414
3439	593	414
3438	593	413
3437	593	412
3436	593	412
3435	592	406
3434	592	406
3433	596	413
3432	593	413
3431	594	418
3430	594	418
3429	591	398
3428	592	402
3427	592	402
3426	593	404
3425	592	404
3424	521	565
3423	516	563
3422	516	563
3421	515	563
3420	516	562
3419	516	562
3418	516	562
3417	516	561
3416	516	571
3415	519	572
3414	521	564
3413	521	565
3412	521	565
3411	517	567
3410	538	576
3409	538	575
3408	531	571
3407	527	568
3406	517	559
3405	519	583
3404	519	584
3403	537	561
3402	535	561
3401	535	561
3400	525	560
3399	524	559
3398	517	560
3397	517	560
3396	525	565
3395	524	567
3394	523	563
3393	523	561
3392	522	560
3391	523	561
3390	524	576
3389	521	574
3388	519	549
3387	536	541
3386	519	548
3385	519	550
3384	515	554
3383	515	554
3382	514	551
3381	514	554
3380	514	554
3379	526	552
3378	519	555
3377	539	558
3376	539	558
3375	526	555
3374	524	554
3373	525	555
3372	518	555
3371	518	555
3370	515	579
3369	513	577
3368	508	567
3367	516	561
3366	516	561
3365	515	563
3364	515	564
3363	515	570
3362	515	572
3361	515	580
3360	516	583
3359	515	563
3358	515	562
3357	515	563
3356	515	561
3355	514	563
3354	515	562
3353	515	562
3352	515	572
3351	513	559
3350	512	560
3349	510	562
3348	511	560
3347	511	559
3346	510	566
3345	504	548
3344	504	545
3343	504	548
3342	504	553
3341	503	544
3340	504	545
3339	504	545
3338	504	545
3337	506	547
3336	509	555
3335	509	555
3334	510	557
3333	510	556
3332	509	548
3331	511	553
3330	506	548
3329	508	549
3328	511	554
3327	506	554
3326	508	555
3325	510	546
3324	505	556
3323	505	555
3322	504	569
3321	503	569
3320	503	555
3319	505	555
3318	505	555
3317	505	555
3316	505	555
3315	507	562
3314	508	562
3313	509	562
3312	510	557
3311	510	558
3310	506	558
3309	504	561
3308	505	558
3307	512	573
3306	512	573
3305	513	574
3304	509	574
3303	516	559
3302	516	559
3301	517	559
3300	510	570
3299	513	557
3298	511	557
3297	583	259
3296	588	258
3295	595	278
3294	595	280
3293	583	258
3292	588	271
3291	594	279
3290	584	264
3289	483	211
3288	483	213
3287	477	211
3286	478	212
3285	479	212
3284	474	191
3283	474	188
3282	471	172
3281	472	176
3280	471	174
3279	474	188
3278	472	179
3277	467	162
3276	471	172
3275	467	162
3274	467	162
3273	466	157
3272	472	178
3271	469	169
3270	468	164
3269	467	162
3268	473	157
3267	474	199
3266	474	199
3265	474	203
3264	475	215
3263	475	215
3262	474	196
3261	474	203
3260	475	212
3259	474	212
3258	473	211
3257	475	212
3256	475	212
3255	473	198
3254	474	199
3253	474	199
3252	474	199
3251	468	194
3250	477	203
3249	484	176
3248	482	175
3247	475	215
3246	475	212
3245	475	212
3244	470	249
3243	470	249
3242	470	238
3241	470	247
3240	484	248
3239	470	249
3238	438	229
3237	476	245
3236	477	232
3235	476	232
3234	449	234
3233	473	230
3232	463	250
3231	472	230
3230	473	230
3229	448	212
3228	454	190
3227	457	192
3226	488	249
3225	481	245
3224	455	191
3223	449	211
3222	447	224
3219	457	231
3218	469	227
3217	468	228
3216	468	229
3215	481	209
3214	481	209
3213	481	209
3212	480	208
3211	482	211
3210	481	209
3209	480	208
3208	483	211
3207	480	207
3206	479	209
3205	479	209
3204	480	208
3203	481	208
3202	480	208
3201	480	208
3200	483	208
3199	482	209
3198	482	209
3197	483	208
3196	483	211
3195	492	186
3194	496	199
3193	494	196
3192	494	196
3191	572	209
3190	572	210
3189	565	179
3188	565	203
3187	565	203
3186	565	203
3185	569	204
3184	554	182
3183	565	177
3182	544	261
3181	540	266
3180	541	265
3179	541	265
3178	542	267
3177	542	266
3176	540	257
3175	546	257
3174	542	270
3173	542	270
3172	542	270
3171	541	270
3170	541	270
3169	541	270
3168	541	270
3167	541	270
3166	542	270
3165	545	273
3164	545	273
3163	545	273
3162	546	272
3161	546	272
3160	543	272
3159	543	272
3158	543	272
3157	543	272
3156	542	272
3155	542	272
3154	542	272
3153	543	272
3152	543	272
3151	542	272
3150	542	272
3149	543	272
3148	546	265
3147	546	269
3146	547	269
3145	545	270
3144	535	258
3143	540	258
3142	534	262
3141	535	261
3140	539	257
3139	531	266
3138	533	267
3137	532	267
3136	527	275
3135	533	255
3134	531	282
3133	531	282
3132	533	255
3131	533	255
3130	537	276
3129	537	276
3128	529	274
3127	531	282
3126	531	281
3125	534	299
3124	531	280
3123	526	276
3122	528	280
3121	543	272
3120	543	277
3119	547	281
3118	546	280
3117	547	280
3116	542	272
3115	543	272
3114	540	273
3113	540	271
3112	541	274
3111	538	266
3110	536	272
3109	539	267
3108	537	271
3107	537	273
3106	537	274
3105	540	271
3104	539	271
3103	539	271
3102	538	273
3101	540	270
3100	540	270
3099	537	274
3098	541	270
3097	541	270
3096	540	271
3095	540	271
3094	539	270
3093	548	287
3092	548	282
3091	606	243
3090	606	243
3089	604	240
3088	601	238
3087	607	244
3086	601	238
3085	600	238
3084	453	242
3083	449	240
3082	453	242
3081	461	252
3080	451	241
3079	446	238
3078	447	238
3077	548	375
3076	549	376
3075	548	375
3074	548	375
3073	549	376
3072	469	263
3071	469	260
3070	469	258
3069	469	270
3068	470	252
3067	469	260
3066	469	277
3065	474	278
3064	469	292
3063	469	286
3062	469	292
3061	469	292
3060	469	293
3059	469	292
3058	469	286
3057	469	289
3056	469	297
3055	451	227
3054	451	227
3053	447	224
3052	452	224
3051	494	254
3050	493	253
3049	494	225
3048	495	225
3047	528	250
3046	520	256
3045	520	256
3044	529	250
3043	518	257
3042	529	250
3041	530	251
3040	515	283
3039	516	282
3038	513	287
3037	517	286
3036	517	286
3035	517	286
3034	551	216
3033	556	218
3032	546	211
3031	546	211
3030	556	227
3029	538	224
3028	540	225
3027	540	224
3026	540	225
3025	543	225
3024	551	227
3023	553	227
3022	554	227
3021	554	227
3020	556	227
3019	556	227
3018	550	226
3017	551	227
3016	540	225
3015	541	225
3014	537	224
3013	537	224
3012	542	225
3011	542	225
3010	548	226
3009	549	226
3008	549	226
3007	550	226
3006	552	227
3005	552	227
3004	553	227
3003	553	227
3002	545	225
3001	545	225
3000	545	225
2999	545	225
2998	545	226
2997	560	220
2996	557	225
2995	560	223
2994	533	372
2993	523	369
2992	523	369
2991	527	372
2990	534	374
2989	605	268
2988	603	264
2987	605	262
2986	603	263
2985	599	247
2984	599	245
2983	599	245
2982	599	245
2981	600	246
2980	600	246
2979	600	245
2978	599	249
2977	597	248
2976	597	243
2975	597	243
2974	597	249
2973	595	247
2972	594	246
2971	599	252
2970	594	248
2969	594	245
2968	603	242
2967	599	251
2966	599	252
2965	595	243
2964	593	243
2963	599	251
2962	600	252
2961	593	243
2960	592	243
2959	606	253
2958	606	253
2957	601	249
2956	601	249
2955	602	253
2954	603	255
2953	600	254
2952	593	248
2951	598	254
2950	602	260
2949	596	255
2948	601	256
2947	547	310
2946	546	317
2945	545	322
2944	556	293
2943	555	298
2942	558	287
2941	558	286
2940	548	287
2939	555	332
2938	556	330
2937	555	331
2936	553	323
2935	553	326
2934	551	322
2933	550	322
2932	554	328
2931	554	328
2930	553	321
2929	634	352
2928	634	352
2927	636	356
2926	632	342
2925	635	341
2924	633	342
2923	633	343
2922	633	343
2921	617	344
2920	613	338
2919	619	345
2918	622	348
2917	611	340
2916	551	270
2915	546	257
2914	553	270
2913	553	272
2912	553	269
2911	552	270
2910	551	273
2909	547	275
2908	550	267
2907	550	267
2906	549	266
2905	549	266
2904	550	267
2903	550	267
2902	551	268
2901	549	269
2900	549	269
2899	551	268
2898	548	269
2897	550	268
2896	548	269
2895	549	269
2894	549	269
2893	549	269
2892	549	269
2891	548	263
2890	548	265
2889	548	265
2888	548	265
2887	549	265
2886	549	265
2885	549	265
2884	549	271
2883	550	271
2882	550	271
2881	550	271
2880	547	272
2879	547	272
2878	547	272
2877	549	271
2876	548	271
2875	549	271
2874	549	271
2873	548	272
2872	548	271
2871	548	272
2870	548	272
2869	565	228
2868	568	223
2867	567	220
2866	564	228
2865	568	216
2864	566	221
2863	566	223
2862	565	226
2861	564	226
2860	570	212
2859	573	212
2858	562	227
2857	571	176
2856	570	176
2855	578	220
2854	571	177
2853	572	176
2852	578	183
2851	583	191
2850	580	187
2849	580	187
2848	572	192
2847	576	204
2846	570	191
2845	571	182
2844	611	355
2843	608	352
2842	610	341
2841	588	367
2840	589	367
2839	607	334
2838	607	336
2837	607	332
2836	607	336
2835	607	335
2834	607	334
2833	607	333
2832	607	327
2831	607	326
2830	607	331
2829	607	329
2828	517	195
2827	517	195
2826	614	255
2825	614	255
2824	610	250
2823	607	245
2822	610	250
2821	615	257
2820	615	257
2819	610	249
2818	592	294
2817	606	325
2816	606	325
2815	605	320
2814	605	318
2813	602	308
2812	603	311
2811	602	309
2810	601	301
2809	602	302
2808	604	317
2807	604	317
2806	602	310
2805	602	310
2804	601	301
2803	604	316
2802	604	316
2801	602	308
2800	602	305
2799	604	313
2798	601	300
2797	601	301
2796	601	301
2795	604	315
2794	604	315
2793	550	203
2792	555	194
2791	555	194
2790	537	188
2789	488	297
2788	492	297
2787	488	297
2786	488	297
2785	493	296
2784	492	297
2783	493	296
2782	489	293
2781	476	296
2780	475	304
2779	500	170
2778	555	283
2777	559	284
2776	556	278
2775	557	277
2774	558	277
2773	558	277
2772	558	278
2771	558	278
2770	558	278
2769	558	279
2768	558	279
2767	558	278
2766	558	278
2765	569	273
2764	553	277
2763	552	277
2762	567	274
2761	567	273
2760	564	272
2759	561	276
2758	561	276
2757	562	274
2756	563	273
2755	560	277
2754	562	272
2753	575	286
2752	561	276
2751	561	276
2750	636	428
2749	602	443
2748	602	444
2747	602	444
2746	602	445
2745	602	445
2744	602	446
2743	602	445
2742	597	428
2741	596	426
2740	598	429
2739	597	429
2738	599	433
2737	599	433
2736	595	424
2735	600	435
2734	598	430
2733	601	441
2732	600	436
2731	597	428
2730	597	428
2729	595	424
2728	595	425
2727	597	428
2726	597	428
2725	600	433
2724	599	432
2723	600	439
2722	600	437
2721	597	428
2720	597	428
2719	596	426
2718	596	426
2717	600	433
2716	601	440
2715	600	440
2714	600	433
2713	600	433
2712	599	431
2711	598	430
2710	624	415
2709	617	406
2708	617	406
2707	646	420
2706	637	377
2705	634	483
2704	629	478
2703	601	461
2702	601	461
2701	603	453
2700	603	453
2699	602	455
2698	602	454
2697	604	452
2696	602	454
2695	602	454
2694	603	454
2693	604	451
2692	604	452
2691	604	451
2690	601	458
2689	601	460
2688	601	459
2687	602	456
2686	601	457
2685	602	457
2684	638	418
2683	638	418
2682	638	419
2681	635	419
2680	635	419
2679	637	419
2678	637	418
2677	638	415
2676	637	421
2675	602	385
2674	615	402
2673	597	208
2672	600	212
2671	597	208
2670	600	212
2669	549	162
2668	551	163
2667	552	141
2666	552	142
2665	554	139
2664	504	281
2663	507	284
2662	508	285
2661	518	345
2660	518	346
2659	522	329
2658	523	329
2657	503	256
2656	504	258
2655	498	228
2654	501	230
2653	514	232
2652	510	230
2651	514	232
2650	586	317
2649	582	324
2648	577	317
2647	435	273
2646	436	274
2645	436	276
2644	436	273
2643	435	273
2642	435	273
2641	435	274
2640	428	264
2639	427	264
2638	443	258
2637	584	363
2636	580	362
2635	576	361
2634	615	307
2633	600	297
2632	600	297
2631	600	297
2630	600	298
2629	610	286
2628	600	296
2627	616	305
2626	527	196
2625	535	200
2624	528	197
2623	534	199
2622	522	195
2621	521	194
2620	555	269
2619	555	269
2618	555	253
2617	554	254
2616	557	253
2615	562	260
2614	561	259
2613	573	251
2612	571	249
2611	571	246
2610	573	249
2609	571	247
2608	574	230
2607	541	253
2606	565	226
2605	566	235
2604	556	246
2603	569	241
2602	568	239
2601	568	241
2600	588	224
2599	588	224
2598	590	220
2597	590	220
2596	590	220
2595	591	222
2594	588	223
2593	591	223
2592	592	223
2591	588	225
2590	585	229
2589	586	228
2588	595	229
2587	590	229
2586	580	235
2585	580	235
2584	580	235
2583	576	235
2582	577	237
2581	576	235
2580	579	240
2579	579	240
2578	577	235
2577	579	240
2576	579	241
2575	578	236
2574	579	235
2573	585	233
2572	584	233
2571	584	233
2570	584	233
2569	585	234
2568	585	234
2567	585	233
2566	585	233
2565	585	234
2564	584	232
2563	585	233
2562	573	237
2561	573	235
2560	575	231
2559	575	231
2558	575	231
2557	575	231
2556	575	235
2555	574	234
2554	574	234
2553	576	231
2552	576	232
2551	582	233
2550	575	236
2549	575	236
2548	575	235
2547	575	235
2546	560	270
2545	557	269
2544	562	270
2543	562	269
2542	562	269
2541	561	270
2540	561	271
2539	561	273
2538	556	269
2537	562	271
2536	561	270
2535	561	270
2534	577	258
2533	576	261
2532	576	260
2531	561	270
2530	561	270
2529	561	270
2528	570	256
2527	573	253
2526	573	253
2525	572	254
2524	571	253
2523	569	256
2522	570	256
2521	570	256
2520	570	256
2519	574	259
2518	573	259
2517	569	257
2516	571	257
2515	571	257
2514	571	257
2513	571	257
2512	571	258
2511	574	260
2510	573	259
2509	571	261
2508	572	260
2507	563	266
2506	563	267
2505	564	265
2504	562	264
2503	563	263
2502	562	260
2501	569	256
2500	568	259
2499	564	262
2498	564	263
2497	567	259
2496	568	256
2495	569	257
2494	567	259
2493	568	260
2492	573	263
2491	573	263
2490	568	260
2489	569	261
2488	563	261
2487	564	259
2486	566	259
2485	567	260
2484	567	257
2483	584	246
2482	583	247
2481	581	248
2480	581	248
2479	580	249
2478	579	249
2477	579	248
2476	580	249
2475	582	247
2474	582	247
2473	583	247
2472	582	247
2471	579	249
2470	581	248
2469	581	248
2468	578	252
2467	578	251
2466	578	251
2465	577	251
2464	578	250
2463	579	246
2462	578	249
2461	573	246
2460	577	248
2459	577	248
2458	579	247
2457	578	249
2456	577	250
2455	577	249
2454	578	250
2453	574	247
2452	574	243
2451	574	243
2450	576	250
2449	576	251
2448	577	251
2447	573	253
2446	584	245
2445	577	254
2444	576	253
2443	576	254
2442	575	257
2441	576	255
2440	578	254
2439	577	256
2438	576	255
2437	576	255
2436	575	255
2435	576	255
2434	575	252
2433	576	254
2432	575	252
2431	578	255
2430	577	255
2429	576	255
2428	577	254
2427	562	252
2426	562	252
2425	568	256
2424	569	255
2423	563	250
2422	565	253
2421	566	253
2420	568	255
2419	587	239
2418	587	240
2417	587	239
2416	588	240
2415	587	239
2414	587	239
2413	588	239
2412	588	239
2411	587	239
2410	588	239
2409	588	238
2408	588	238
2407	585	242
2406	585	242
2405	586	240
2404	585	242
2403	586	241
2402	585	242
2401	587	237
2400	587	238
2399	587	238
2398	585	243
2397	587	236
2396	587	237
2395	585	243
2394	587	236
2393	586	239
2392	586	236
2391	586	239
2390	587	238
2389	587	237
2388	587	237
2387	585	242
2386	587	237
2385	587	237
2384	587	237
2383	588	236
2382	587	238
2381	588	241
2380	588	240
2379	588	240
2378	588	240
2377	588	241
2376	588	240
2375	589	242
2374	586	236
2373	590	238
2372	591	236
2371	591	235
2370	589	238
2369	590	235
2368	589	237
2367	589	234
2366	588	236
2365	587	235
2364	590	236
2363	590	235
2362	591	236
2361	589	234
2360	586	236
2359	587	235
2358	587	235
2357	589	234
2356	591	234
2355	588	235
2354	589	235
2353	588	236
2352	589	234
2351	589	235
2350	588	236
2349	591	234
2348	168	510
2347	169	511
2346	170	511
2345	176	510
2344	175	510
2343	173	511
2342	173	508
2341	173	508
2340	173	508
2339	173	508
2338	173	507
2337	173	507
2336	173	508
2335	173	508
2334	171	512
2333	172	512
2332	181	516
2331	181	516
2330	164	510
2329	165	510
2328	165	509
2327	188	510
2326	153	515
2325	160	515
2324	156	520
2323	147	561
2322	155	551
2321	157	552
2320	154	555
2319	151	556
2318	201	411
2317	201	412
2316	201	411
2315	228	538
2314	227	537
2313	228	538
2312	220	507
